file_name,caption
000000191546.jpeg,A scenic view of a foggy day in London.
000000417055.jpeg,The Big Ben clock tower towering over the city of london
000000425484.jpeg,A row of colorful tents sitting on top of a beach.
000000228025.jpeg,A kite flying over a sandy brown beach.
000000282066.jpeg,There are kites on the ground and in the sky at the park.
000000120411.jpeg,The view of a college baseball game through a protective screen.
000000044831.jpeg,A tall clock tower beneath a partly cloudy sky.
000000262197.jpeg,A pair of buildings from a very far away view.
000000347818.jpeg,THERE IS A KITE IS FLYING HIGH IN TE SKY 
000000364073.jpeg,A full view of a baseball player about to swing at a ball.
000000253006.jpeg,A wind surfer riding in the middle of a body of water.
000000493273.jpeg,Several kites being flown in a city park.
000000235119.jpeg,Close up view of a fresh baked cake with nuts topping
000000245430.jpeg,there is a opening on the street of the building n the city 
000000261744.jpeg,A green para sale on a blue sky background.
000000362640.jpeg,Are they on the beach to fly their big kite?
000000268433.jpeg,The huge clock stands out in the dark city night.
000000004175.jpeg,This is an aerial view of a tennis match.
000000009721.jpeg,a close up view of a keyboard and a mouse
000000403065.jpeg,A beach patrol vehicle thats performing his duties on the beach.
000000058632.jpeg,A very tall clock tower sitting under a cloudy blue sky.
000000053503.jpeg,A view of a vase with purple flowers in it.
000000550103.jpeg,a kite is flying over a busy beach
000000306549.jpeg,Bright tall colorful flags stuck in the sand at a beach
000000457780.jpeg,A kite on on the ground on a grassy field
000000275429.jpeg,Glass vase of flowers on a window sill overlooking a forested area
000000562879.jpeg,A very tall clock tower sitting under a cloudy blue sky.
000000326854.jpeg,A computer desk set up with a garbage pail for a seat. 
000000300023.jpeg,A city intersection with a clock tower at night time.
000000478614.jpeg,The cityscape includes skyscrapers and building with a clock in the background. 
000000330535.jpeg,a red and white building windows and trees and clouds
000000431067.jpeg,A red kite sails high in the sky above a grassy green field.
000000243817.jpeg,A kite flying in the air at the beach.
000000199764.jpeg,The view of a crowd of shoppers and vendors at a market.
000000119194.jpeg,The clock is standing tall in front of a tree while dark clouds loom. 
000000050100.jpeg,"A view of the capitol building, in front of a park."
000000142592.jpeg,"A clock sitting in the middle of the city, in front of a building."
000000477542.jpeg,A black and white picture captures gathered clouds over a clock.
000000466273.jpeg,"A view of Big Ben from over the water, during the day."
000000361282.jpeg,The clock is being displayed to be viewed
000000100001.jpeg,Colored kites sail in the sky above a sandy beach.
000000454623.jpeg,A gothic church on a very cloudy day. 
000000448958.jpeg,I suppose it is alright to sit on the beach sand while using a lap top.
000000154520.jpeg,A beautiful clear blue sky is ideal for flying his kite.
000000517819.jpeg,A group of soldiers posing for a photograph holding their seal. 
000000033499.jpeg,Closeup of a black and gold clock with blue sky in background.
000000205232.jpeg,The large crowd stands on the beach underneath flying kites.
000000137809.jpeg,"A red, gree, and blue kite flying by a lake on a sunny day"
000000169152.jpeg,Flying kites along the ocean shore is a relaxing hobby.
000000505492.jpeg,A clock in a grassy park in front of a tree.
000000153392.jpeg,A group of kites flying in the blue sky on a nice day. 
000000073588.jpeg,Naked baby sitting on blanket in the middle of a grassy park.
000000138151.jpeg,A small tower with a clock and map on it at a city intersection. 
000000472960.jpeg,upward looking picture of clock tower against a blue sky with sun shining on clock face
000000413146.jpeg,Kites fly in the wind above the sandy beach.
000000262262.jpeg,A large clock tower on a cloudy winter day. 
000000476628.jpeg,A close up view of a big shiny pan in an oven.
000000546226.jpeg,Old buildings by a street on a partly cloudy day 
000000457691.jpeg,a cloudy day around a tall building with a clock. 
000000086336.jpeg,A view of a very elegant building with a clock tower.
000000160239.jpeg,A large inflatable whale sitting on top of a beach.
000000533464.jpeg,A very tall clock tower towering over a city.
000000330734.jpeg,A colorful kite flying over a rocky hill.
000000222831.jpeg,The objects are placed carefully for a special effect on the viewer.
000000178835.jpeg,A view of a rural city corner with a bunch of cars in front of it.
000000017944.jpeg,A very tall castle sitting under a cloudy gray sky.
000000189387.jpeg,A very tall clock tower towering over a city.
000000118598.jpeg,Some colorful kites are flying against the cloudy sky.
000000434488.jpeg,"A clock tower, with a sky scrapper next to it."
000000574454.jpeg,There are parasailers out enjoying the beach today.
000000514271.jpeg,"A city clock tower, with a few statues on it."
000000264385.jpeg,"A view of a laptop with a Chay sticker on it, its an apple."
000000556240.jpeg,A view of a giant clock tower with a ferris wheel behind it.
000000400983.jpeg,a field full of windsocks and cars parked in the background
000000243777.jpeg,View of an airport from a place that serves beer.
000000129544.jpeg,A blue clock tower near a city street.
000000112897.jpeg,a very long building with a city clock
000000003149.jpeg,red brick clock tower in front of city building
000000152751.jpeg,"A desk area with a window view with mugs, tablets, and books."
000000432657.jpeg,The view of a professional baseball game through a mesh net.
000000393523.jpeg, A Big Ben clock towering over the city of London.
000000499093.jpeg,Several parachutes that are flying in the sky above the beach.
000000427232.jpeg,"a sparse crowd flies a kite in a field, with ocean and clouds in background."
000000423990.jpeg,A close up view of a very pretty clock.
000000430760.jpeg,Large bricked tower with clocks and spire on cloudy day.
000000482158.jpeg,A city plaza with confetti and party streamers everywhere.
000000551241.jpeg,Large clock tower attached to a building in a city.
000000115856.jpeg,A clock tower with a blue sky is pictured.
000000518377.jpeg,A day time shot of a  roof top view of a clock tower.
000000399573.jpeg,A clock sitting below a city street and a second tier of a store.
000000551685.jpeg,Several kites soar near the water at a beach.
000000566026.jpeg,The Big Ben clock tower towering over the city of London.
000000445668.jpeg,A sandy beach with colorful kites flying over it.
000000388316.jpeg,A city street filled with lots of traffic.
000000137271.jpeg,A kite flying in the air above the ocean
000000394841.jpeg,a view of a refridgerator and door with a wooden floor in front
000000272242.jpeg,A laptop displaying transparent views of whats on the table.
000000321542.jpeg,The Big Ben clock tower towering over the city of London.
000000338592.jpeg,The infamous Big Ben clock tower sitting under a cloudy blue sky.
000000162561.jpeg,A twilight view of a busy city street.
000000314426.jpeg,A large building in a city is all lit up.
000000079397.jpeg,A scenic view of a grassland with mountains in the background.
000000490322.jpeg,A church clock tower in the city shadowed by a skyscraper.
000000572909.jpeg,A picture of a large kit in the grass lands. 
000000389622.jpeg,A wind up clock with key in a display case.
000000038488.jpeg,City skyline showing a tall lighted building that has a clock and the name of the company on it. 
000000044723.jpeg,The Big Ben clock tower towering over the city of London.
000000308441.jpeg,A tennis match being viewed from an audience perspective.
000000527407.jpeg,Photoshop has allowed the photographer to creatively identify the name of the Italian city in his shot.
000000551608.jpeg,am Amish lady standing in the sand by the ocean
000000196118.jpeg,The Big Ben clock tower sitting under a blue cloudy sky.
000000469075.jpeg,A very tall block tower towering over a city under a cloudy blue sky.
000000180490.jpeg,A partial view of a refrigerator with a potted plant on top.
000000322357.jpeg,A tennis player plays on a grass tennis court.
000000369045.jpeg,"A view of a clock tower, from across the way."
000000294541.jpeg,Kite boarder at the beach during low tide.
000000038714.jpeg,Several tents are set up on a sandy beach.
000000435709.jpeg,A clock is displayed on a post in a city street.
000000000626.jpeg,A clock tower in the middle of a large city.
000000033979.jpeg,a number of kites flying in the sky above a beach 
000000559101.jpeg,A baby in a bouncy seat chewing on a plastic toy.
000000329568.jpeg,Some old-time ovens sit on the grass at an outdoor market.
000000377183.jpeg,"An interior view of a desk with a computer, printer and office chair."
000000440226.jpeg,American flag flying in foreground of beautiful landscape.
000000133648.jpeg,A baseball match being viewed through a chain link fence.
000000391889.jpeg,A portrait of a kite flown on beach
000000414663.jpeg,A city street clock standing in front of a white building.
000000187890.jpeg,A single kite flies in the sky with a tall obelisk in the background.
000000375357.jpeg,A yellow and black parasail lying on the beach.
000000386012.jpeg,a sunny beach filled with a lot of curved kites
000000308900.jpeg,A BASEBALL GAME IN AN INNER CITY BALL PARK
000000550403.jpeg,Long waterway leading into bowels of unique city
000000405007.jpeg,City square of old brick buildings and clock tower in middle
000000461759.jpeg,An illuminate sign of a clock showing 9:34 at nighttime with illuminate Colgate sign underneath and sky with clouds behind.
000000047177.jpeg,a nice day at a small clean clear beach
000000166096.jpeg,A skyscraper rises high into the sky in front of a clock tower.
000000174345.jpeg,A street corner view from the bottom of a clock tower.
000000499903.jpeg,Flowers are landscaped to make a design of a clock.
000000022724.jpeg,A view of a clock tower from across the way.
000000432534.jpeg,A view of bunch of flowers sitting on a shelf.
000000529636.jpeg,Big Ben shows the time as 1:20 with a blue sky around it.
000000042471.jpeg,A tall clock tower on a cloudy day.
000000241726.jpeg,A clock is standing in the middle of the grass in the middle of the afternoon.
